Project,Focal_Class,Test_Class,Focal_Path,Test_Path,Module
42949039,SystemJobRestController,SystemJobRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/SystemJobRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/SystemJobRestControllerTest.java,herd-code/herd-rest
42949039,RegistrationDateAdapter,RegistrationDateAdapterTest,repos/42949039/herd-code/herd-model-api-15/src/main/java/org/finra/herd/model/api/adapters/RegistrationDateAdapter.java,repos/42949039/herd-code/herd-model-api-15/src/test/java/org/finra/herd/model/api/adapters/RegistrationDateAdapterTest.java,herd-code/herd-model-api-15
35897457,XsdDateTime,XsdDateTimeTest,repos/35897457/nxparser-model-datatypes/src/main/java/org/semanticweb/yars/nx/dt/datetime/XsdDateTime.java,repos/35897457/nxparser-model-datatypes/src/test/java/org/semanticweb/yars/nx/dt/datetime/XsdDateTimeTest.java,nxparser-model-datatypes
42949039,StorageRestController,StorageRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/StorageRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/StorageRestControllerTest.java,herd-code/herd-rest
4398263,ConversationsAnalyticsManager,ConversationsAnalyticsManagerTest,repos/4398263/bvconversations/src/main/java/com/bazaarvoice/bvandroidsdk/ConversationsAnalyticsManager.java,repos/4398263/bvconversations/src/test/java/com/bazaarvoice/bvandroidsdk/ConversationsAnalyticsManagerTest.java,bvconversations
40266095,PositionRanking,PositionRankingTest,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/main/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/ranking/PositionRanking.java,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/test/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/ranking/PositionRankingTest.java,de.tudarmstadt.ukp.dkpro.keyphrases.core-asl
42949039,BusinessObjectDataStorageUnitRestController,BusinessObjectDataStorageUnitRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/BusinessObjectDataStorageUnitRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDataStorageUnitRestControllerTest.java,herd-code/herd-rest
42949039,DdlGeneratorFactory,DdlGeneratorFactoryTest,repos/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/DdlGeneratorFactory.java,repos/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/DdlGeneratorFactoryTest.java,herd-code/herd-service
42949039,BusinessObjectFormatExternalInterfaceRestController,BusinessObjectFormatExternalInterfaceRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/BusinessObjectFormatExternalInterfaceRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectFormatExternalInterfaceRestControllerTest.java,herd-code/herd-rest
4159017,AbstractConfigurationModel,AbstractConfigurationModelTest,repos/4159017/sslr-toolkit/src/main/java/org/sonar/sslr/toolkit/AbstractConfigurationModel.java,repos/4159017/sslr-toolkit/src/test/java/org/sonar/sslr/toolkit/AbstractConfigurationModelTest.java,sslr-toolkit
42949039,AttributeValueListRestController,AttributeValueListRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/AttributeValueListRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/AttributeValueListRestControllerTest.java,herd-code/herd-rest
42949039,PropertiesHelper,PropertiesHelperTest,repos/42949039/herd-code/herd-tools/herd-access-validator/src/main/java/org/finra/herd/tools/access/validator/PropertiesHelper.java,repos/42949039/herd-code/herd-tools/herd-access-validator/src/test/java/org/finra/herd/tools/access/validator/PropertiesHelperTest.java,herd-code/herd-tools/herd-access-validator
42949039,SearchIndexRestController,SearchIndexRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/SearchIndexRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/SearchIndexRestControllerTest.java,herd-code/herd-rest
4159017,NothingExpression,NothingExpressionTest,repos/4159017/sslr-core/src/main/java/org/sonar/sslr/internal/vm/NothingExpression.java,repos/4159017/sslr-core/src/test/java/org/sonar/sslr/internal/vm/NothingExpressionTest.java,sslr-core
42949039,NotificationMessageManager,NotificationMessageManagerTest,repos/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/notification/NotificationMessageManager.java,repos/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/notification/NotificationMessageManagerTest.java,herd-code/herd-service
35897457,XsdDate,XsdDateTest,repos/35897457/nxparser-model-datatypes/src/main/java/org/semanticweb/yars/nx/dt/datetime/XsdDate.java,repos/35897457/nxparser-model-datatypes/src/test/java/org/semanticweb/yars/nx/dt/datetime/XsdDateTest.java,nxparser-model-datatypes
4159017,TextUtils,TextUtilsTest,repos/4159017/sslr-core/src/main/java/org/sonar/sslr/internal/matchers/TextUtils.java,repos/4159017/sslr-core/src/test/java/org/sonar/sslr/internal/matchers/TextUtilsTest.java,sslr-core
35897457,XsdDateTimeStamp,XsdDateTimeStampTest,repos/35897457/nxparser-model-datatypes/src/main/java/org/semanticweb/yars/nx/dt/datetime/XsdDateTimeStamp.java,repos/35897457/nxparser-model-datatypes/src/test/java/org/semanticweb/yars/nx/dt/datetime/XsdDateTimeStampTest.java,nxparser-model-datatypes
42949039,RegistrationDateAdapter,RegistrationDateAdapterTest,repos/42949039/herd-code/herd-model-api/src/main/java/org/finra/herd/model/api/adapters/RegistrationDateAdapter.java,repos/42949039/herd-code/herd-model-api/src/test/java/org/finra/herd/model/api/adapters/RegistrationDateAdapterTest.java,herd-code/herd-model-api
42949039,RestControllerProcessor,RestControllerProcessorTest,repos/42949039/herd-build/herd-swaggergen-maven-plugin/src/main/java/org/finra/herd/swaggergen/RestControllerProcessor.java,repos/42949039/herd-build/herd-swaggergen-maven-plugin/src/test/java/org/finra/herd/swaggergen/RestControllerProcessorTest.java,herd-build/herd-swaggergen-maven-plugin
35897457,JsonLDParser,JsonLDParserTest,repos/35897457/nxparser-parsers-external-jsonld-semargl/src/main/java/org/semanticweb/yars/parsers/jsonld/semargl/JsonLDParser.java,repos/35897457/nxparser-parsers-external-jsonld-semargl/src/test/java/org/semanticweb/yars/parsers/jsonld/semargl/JsonLDParserTest.java,nxparser-parsers-external-jsonld-semargl
144361208,UserController,UserControllerTest,repos/144361208/pet-sitter/10-ps-mvc-practice/src/main/java/com/ps/web/UserController.java,repos/144361208/pet-sitter/10-ps-mvc-practice/src/test/java/com/ps/web/UserControllerTest.java,pet-sitter/10-ps-mvc-practice
42949039,ExternalInterfaceRestController,ExternalInterfaceRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/ExternalInterfaceRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/ExternalInterfaceRestControllerTest.java,herd-code/herd-rest
40266095,TfBackgroundIdfRanking,TfBackgroundIdfRankingTest,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/main/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/ranking/TfBackgroundIdfRanking.java,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/test/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/ranking/TfBackgroundIdfRankingTest.java,de.tudarmstadt.ukp.dkpro.keyphrases.core-asl
4159017,StringExpression,StringExpressionTest,repos/4159017/sslr-core/src/main/java/org/sonar/sslr/internal/vm/StringExpression.java,repos/4159017/sslr-core/src/test/java/org/sonar/sslr/internal/vm/StringExpressionTest.java,sslr-core
42949039,TagHelper,TagHelperTest,repos/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/TagHelper.java,repos/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/TagHelperTest.java,herd-code/herd-service
15997656,OgcMessageDistributor,OgcMessageDistributorTest,repos/15997656/src/shogun-core-main/src/main/java/de/terrestris/shoguncore/util/interceptor/OgcMessageDistributor.java,repos/15997656/src/shogun-core-main/src/test/java/de/terrestris/shoguncore/util/interceptor/OgcMessageDistributorTest.java,
42949039,SecurityFunctionRestController,SecurityFunctionRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/SecurityFunctionRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/SecurityFunctionRestControllerTest.java,herd-code/herd-rest
4159017,AlwaysSkipFromAst,AlwaysSkipFromAstTest,repos/4159017/sslr-core/src/main/java/com/sonar/sslr/impl/ast/AlwaysSkipFromAst.java,repos/4159017/sslr-core/src/test/java/com/sonar/sslr/impl/ast/AlwaysSkipFromAstTest.java,sslr-core
42949039,StorageUnitNotificationRegistrationRestController,StorageUnitNotificationRegistrationRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/StorageUnitNotificationRegistrationRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/StorageUnitNotificationRegistrationRestControllerTest.java,herd-code/herd-rest
42949039,BusinessObjectDataAttributeRestController,BusinessObjectDataAttributeRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/BusinessObjectDataAttributeRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDataAttributeRestControllerTest.java,herd-code/herd-rest
147378679,MathUtil,MathUtilTest,repos/147378679/momentsolver/src/main/java/com/github/stanfordfuturedata/momentsketch/MathUtil.java,repos/147378679/momentsolver/src/test/java/com/github/stanfordfuturedata/momentsketch/MathUtilTest.java,momentsolver
42949039,FileTypeRestController,FileTypeRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/FileTypeRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/FileTypeRestControllerTest.java,herd-code/herd-rest
16563359,ArchaiusTypeConfigurationResolver,ArchaiusTypeConfigurationResolverTest,repos/16563359/fabricator-archaius/src/main/java/com/netflix/fabricator/archaius/ArchaiusTypeConfigurationResolver.java,repos/16563359/fabricator-archaius/src/test/java/com/netflix/fabricator/archaius/ArchaiusTypeConfigurationResolverTest.java,fabricator-archaius
40266095,DfModelBuilder,DfModelBuilderTest,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.wrappers-gpl/src/main/java/de/tudarmstadt/ukp/dkpro/keyphrases/bookindexing/wrapper/DfModelBuilder.java,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.wrappers-gpl/src/test/java/de/tudarmstadt/ukp/dkpro/keyphrases/bookindexing/wrapper/DfModelBuilderTest.java,de.tudarmstadt.ukp.dkpro.keyphrases.wrappers-gpl
42949039,ConfigurationEntryRestController,ConfigurationEntryRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/ConfigurationEntryRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/ConfigurationEntryRestControllerTest.java,herd-code/herd-rest
42949039,WarInitializer,WarInitializerTest,repos/42949039/herd-code/herd-app/src/main/java/org/finra/herd/app/WarInitializer.java,repos/42949039/herd-code/herd-app/src/test/java/org/finra/herd/app/WarInitializerTest.java,herd-code/herd-app
35897457,RdfXmlMessageBodyWriter,RdfXmlMessageBodyWriterTest,repos/35897457/nxparser-jax-rs/src/main/java/org/semanticweb/yars/jaxrs/RdfXmlMessageBodyWriter.java,repos/35897457/nxparser-jax-rs/src/test/java/org/semanticweb/yars/jaxrs/RdfXmlMessageBodyWriterTest.java,nxparser-jax-rs
4159017,CssLoader,CssLoaderTest,repos/4159017/sslr-toolkit/src/main/java/org/sonar/sslr/internal/toolkit/CssLoader.java,repos/4159017/sslr-toolkit/src/test/java/org/sonar/sslr/internal/toolkit/CssLoaderTest.java,sslr-toolkit
40266095,KeyphraseWriter,KeyphraseWriterTest,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/main/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/evaluator/KeyphraseWriter.java,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/test/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/evaluator/KeyphraseWriterTest.java,de.tudarmstadt.ukp.dkpro.keyphrases.core-asl
42949039,SwaggerGenMojo,SwaggerGenMojoTest,repos/42949039/herd-build/herd-swaggergen-maven-plugin/src/main/java/org/finra/herd/swaggergen/SwaggerGenMojo.java,repos/42949039/herd-build/herd-swaggergen-maven-plugin/src/test/java/org/finra/herd/swaggergen/SwaggerGenMojoTest.java,herd-build/herd-swaggergen-maven-plugin
42949039,BusinessObjectDefinitionColumnRestController,BusinessObjectDefinitionColumnRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/BusinessObjectDefinitionColumnRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDefinitionColumnRestControllerTest.java,herd-code/herd-rest
42949039,StorageUnitStatusDaoHelper,StorageUnitStatusDaoHelperTest,repos/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/StorageUnitStatusDaoHelper.java,repos/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/StorageUnitStatusDaoHelperTest.java,herd-code/herd-service
42949039,BusinessObjectDefinitionRestController,BusinessObjectDefinitionRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/BusinessObjectDefinitionRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/BusinessObjectDefinitionRestControllerTest.java,herd-code/herd-rest
42510870,S3FactoryCreator,S3FactoryCreatorTest,repos/42510870/spring-cloud-s3-connectors-core/src/main/java/com/orange/spring/cloud/connector/s3/core/creator/S3FactoryCreator.java,repos/42510870/spring-cloud-s3-connectors-core/src/test/java/com/orange/spring/cloud/connector/s3/core/creator/S3FactoryCreatorTest.java,spring-cloud-s3-connectors-core
105200994,FileUtils,FileUtilsTest,repos/105200994/BukkitUtil-core/src/main/java/no/kh498/util/FileUtils.java,repos/105200994/BukkitUtil-core/src/test/java/no/kh498/util/FileUtilsTest.java,BukkitUtil-core
4159017,LexerfulParseErrorFormatter,LexerfulParseErrorFormatterTest,repos/4159017/sslr-core/src/main/java/org/sonar/sslr/internal/vm/lexerful/LexerfulParseErrorFormatter.java,repos/4159017/sslr-core/src/test/java/org/sonar/sslr/internal/vm/lexerful/LexerfulParseErrorFormatterTest.java,sslr-core
4159017,RuleRefExpression,RuleRefExpressionTest,repos/4159017/sslr-core/src/main/java/org/sonar/sslr/internal/vm/RuleRefExpression.java,repos/4159017/sslr-core/src/test/java/org/sonar/sslr/internal/vm/RuleRefExpressionTest.java,sslr-core
32895424,HelloHttp,HelloHttpTest,repos/32895424/functions/helloworld/hello-http-gradle/src/main/java/functions/HelloHttp.java,repos/32895424/functions/helloworld/hello-http-gradle/src/test/java/functions/HelloHttpTest.java,functions/helloworld/hello-http-gradle
42949039,SearchIndexTypeDaoHelper,SearchIndexTypeDaoHelperTest,repos/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/SearchIndexTypeDaoHelper.java,repos/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/SearchIndexTypeDaoHelperTest.java,herd-code/herd-service
42949039,HerdApiClientOperations,HerdApiClientOperationsTest,repos/42949039/herd-code/herd-tools/herd-access-validator/src/main/java/org/finra/herd/tools/access/validator/HerdApiClientOperations.java,repos/42949039/herd-code/herd-tools/herd-access-validator/src/test/java/org/finra/herd/tools/access/validator/HerdApiClientOperationsTest.java,herd-code/herd-tools/herd-access-validator
4159017,PatternExpression,PatternExpressionTest,repos/4159017/sslr-core/src/main/java/org/sonar/sslr/internal/vm/PatternExpression.java,repos/4159017/sslr-core/src/test/java/org/sonar/sslr/internal/vm/PatternExpressionTest.java,sslr-core
40266095,RandomRanking,RandomRankingTest,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/main/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/ranking/RandomRanking.java,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/test/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/ranking/RandomRankingTest.java,de.tudarmstadt.ukp.dkpro.keyphrases.core-asl
42949039,EmrClusterDefinitionDaoHelper,EmrClusterDefinitionDaoHelperTest,repos/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/EmrClusterDefinitionDaoHelper.java,repos/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/EmrClusterDefinitionDaoHelperTest.java,herd-code/herd-service
42949039,HerdThreadHelper,HerdThreadHelperTest,repos/42949039/herd-code/herd-core/src/main/java/org/finra/herd/core/helper/HerdThreadHelper.java,repos/42949039/herd-code/herd-core/src/test/java/org/finra/herd/core/helper/HerdThreadHelperTest.java,herd-code/herd-core
42949039,EmrClusterDefinitionRestController,EmrClusterDefinitionRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/EmrClusterDefinitionRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/EmrClusterDefinitionRestControllerTest.java,herd-code/herd-rest
35897457,XsdBoolean,XsdBooleanTest,repos/35897457/nxparser-model-datatypes/src/main/java/org/semanticweb/yars/nx/dt/bool/XsdBoolean.java,repos/35897457/nxparser-model-datatypes/src/test/java/org/semanticweb/yars/nx/dt/bool/XsdBooleanTest.java,nxparser-model-datatypes
40266095,MeanAveragePrecisionKeyphraseCounter,MeanAveragePrecisionKeyphraseCounterTest,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/main/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/evaluator/util/MeanAveragePrecisionKeyphraseCounter.java,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/test/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/evaluator/util/MeanAveragePrecisionKeyphraseCounterTest.java,de.tudarmstadt.ukp.dkpro.keyphrases.core-asl
28992330,ApacheHttpTransport,ApacheHttpTransportTest,repos/28992330/google-http-client-apache-v2/src/main/java/com/google/api/client/http/apache/v2/ApacheHttpTransport.java,repos/28992330/google-http-client-apache-v2/src/test/java/com/google/api/client/http/apache/v2/ApacheHttpTransportTest.java,google-http-client-apache-v2
32488797,ResourceInjector,ResourceInjectorTest,repos/32488797/vitaminsaber/src/main/java/com/w2ji/vitaminsaber/internal/ResourceInjector.java,repos/32488797/vitaminsaber/src/test/java/com/w2ji/vitaminsaber/internal/ResourceInjectorTest.java,vitaminsaber
175086428,PagedVirtualMemory,PagedVirtualMemoryTest,repos/175086428/hprof-heap/src/main/java/org/gridkit/jvmtool/heapdump/io/PagedVirtualMemory.java,repos/175086428/hprof-heap/src/test/java/org/gridkit/jvmtool/heapdump/io/PagedVirtualMemoryTest.java,hprof-heap
128403104,BlockPos,BlockPosTest,repos/128403104/game-engine/src/main/java/engine/math/BlockPos.java,repos/128403104/game-engine/src/test/java/engine/math/BlockPosTest.java,game-engine
42949039,TagTypeRestController,TagTypeRestControllerTest,repos/42949039/herd-code/herd-rest/src/main/java/org/finra/herd/rest/TagTypeRestController.java,repos/42949039/herd-code/herd-rest/src/test/java/org/finra/herd/rest/TagTypeRestControllerTest.java,herd-code/herd-rest
42949039,SearchIndexDaoHelper,SearchIndexDaoHelperTest,repos/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/SearchIndexDaoHelper.java,repos/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/SearchIndexDaoHelperTest.java,herd-code/herd-service
40266095,KeyphraseDatasetStatistics,KeyphraseDatasetStatisticsTest,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/main/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/evaluator/KeyphraseDatasetStatistics.java,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/test/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/evaluator/KeyphraseDatasetStatisticsTest.java,de.tudarmstadt.ukp.dkpro.keyphrases.core-asl
42949039,SecurityHelper,SecurityHelperTest,repos/42949039/herd-code/herd-app/src/main/java/org/finra/herd/app/security/SecurityHelper.java,repos/42949039/herd-code/herd-app/src/test/java/org/finra/herd/app/security/SecurityHelperTest.java,herd-code/herd-app
35897457,TurtleParser,TurtleParserTest,repos/35897457/nxparser-parsers/src/main/java/org/semanticweb/yars/turtle/TurtleParser.java,repos/35897457/nxparser-parsers/src/test/java/org/semanticweb/yars/turtle/TurtleParserTest.java,nxparser-parsers
35515269,DirectAccessGrantUserDetailsAuthenticationProvider,DirectAccessGrantUserDetailsAuthenticationProviderTest,repos/35515269/keycloak-spring-security-user-details/src/main/java/org/keycloak/adapters/springsecurity/userdetails/authentication/DirectAccessGrantUserDetailsAuthenticationProvider.java,repos/35515269/keycloak-spring-security-user-details/src/test/java/org/keycloak/adapters/springsecurity/userdetails/authentication/DirectAccessGrantUserDetailsAuthenticationProviderTest.java,keycloak-spring-security-user-details
42949039,SecurityRoleDaoHelper,SecurityRoleDaoHelperTest,repos/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/SecurityRoleDaoHelper.java,repos/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/SecurityRoleDaoHelperTest.java,herd-code/herd-service
4159017,TriviaExpression,TriviaExpressionTest,repos/4159017/sslr-core/src/main/java/org/sonar/sslr/internal/vm/TriviaExpression.java,repos/4159017/sslr-core/src/test/java/org/sonar/sslr/internal/vm/TriviaExpressionTest.java,sslr-core
20249391,Whitebox,WhiteBoxTest,repos/20249391/powermock-reflect/src/main/java/org/powermock/reflect/Whitebox.java,repos/20249391/powermock-reflect/src/test/java/org/powermock/reflect/WhiteBoxTest.java,powermock-reflect
42949039,MessageTypeDaoHelper,MessageTypeDaoHelperTest,repos/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/MessageTypeDaoHelper.java,repos/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/MessageTypeDaoHelperTest.java,herd-code/herd-service
116163042,Name,NameTest,repos/116163042/careerbuddy/src/main/java/br/com/eldermoraes/careerbuddy/Name.java,repos/116163042/careerbuddy/src/test/java/br/com/eldermoraes/careerbuddy/NameTest.java,careerbuddy
24653868,Topic,TopicTest,repos/24653868/broker/src/main/java/io/moquette/broker/subscriptions/Topic.java,repos/24653868/broker/src/test/java/io/moquette/broker/subscriptions/TopicTest.java,broker
175298978,OrdinalSmellTypeAnalysis,OrdinalSmellTypeAnalysisTest,repos/175298978/SmellTracker/src/main/java/fr/inria/sniffer/tracker/analysis/query/smell/OrdinalSmellTypeAnalysis.java,repos/175298978/SmellTracker/src/test/java/fr/inria/sniffer/tracker/analysis/query/smell/OrdinalSmellTypeAnalysisTest.java,SmellTracker
4159017,NeverSkipFromAst,NeverSkipFromAstTest,repos/4159017/sslr-core/src/main/java/com/sonar/sslr/impl/ast/NeverSkipFromAst.java,repos/4159017/sslr-core/src/test/java/com/sonar/sslr/impl/ast/NeverSkipFromAstTest.java,sslr-core
162657830,Numeric,NumericTest,repos/162657830/utils/src/main/java/org/nervos/ckb/utils/Numeric.java,repos/162657830/utils/src/test/java/org/nervos/ckb/utils/NumericTest.java,utils
120003293,RxSpring4Util,RxSpring4UtilTest,repos/120003293/rxjava-support/src/main/java/tech/picnic/rx/RxSpring4Util.java,repos/120003293/rxjava-support/src/test/java/tech/picnic/rx/RxSpring4UtilTest.java,rxjava-support
35897457,RDFaParser,RDFaParserTest,repos/35897457/nxparser-parsers-external-rdfa-semargl/src/main/java/org/semanticweb/yars/parsers/rdfa/semargl/RDFaParser.java,repos/35897457/nxparser-parsers-external-rdfa-semargl/src/test/java/org/semanticweb/yars/parsers/rdfa/semargl/RDFaParserTest.java,nxparser-parsers-external-rdfa-semargl
40266095,RprecisionKeyphraseCounter,RprecisionKeyphraseCounterTest,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/main/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/evaluator/util/RprecisionKeyphraseCounter.java,repos/40266095/de.tudarmstadt.ukp.dkpro.keyphrases.core-asl/src/test/java/de/tudarmstadt/ukp/dkpro/keyphrases/core/evaluator/util/RprecisionKeyphraseCounterTest.java,de.tudarmstadt.ukp.dkpro.keyphrases.core-asl
4159017,Machine,MachineTest,repos/4159017/sslr-core/src/main/java/org/sonar/sslr/internal/vm/Machine.java,repos/4159017/sslr-core/src/test/java/org/sonar/sslr/internal/vm/MachineTest.java,sslr-core
